CustomerID,TotalSpend,TotalQuantity,InvoiceCount,Cluster,CustomerSegment
12428.0,7956.46,3536,9,0,Low Value
12429.0,3750.4,1557,4,0,Low Value
12430.0,256.4,117,1,0,Low Value
12431.0,6487.45,2906,15,2,Medium Value
12432.0,5059.32,1801,5,0,Low Value
12433.0,13375.87,11071,7,2,Medium Value
12434.0,806.14,394,2,0,Low Value
12435.0,7829.89,2055,2,0,Low Value
12436.0,509.01,211,1,0,Low Value
12437.0,4951.41,2922,18,2,Medium Value
12438.0,2906.85,1180,2,0,Low Value
12441.0,173.55,121,1,0,Low Value
12442.0,172.06,182,1,0,Low Value
12444.0,5005.46,1153,5,0,Low Value
12445.0,133.4,62,1,0,Low Value
12446.0,1002.3100000000001,351,1,0,Low Value
12447.0,476.49,190,1,0,Low Value
12448.0,449.45,243,1,0,Low Value
12449.0,4067.29,1553,4,0,Low Value
12450.0,197.88,128,2,0,Low Value
12451.0,9035.52,6575,5,0,Low Value
12452.0,430.57,185,2,0,Low Value
12453.0,707.09,473,1,0,Low Value
12454.0,3528.34,1006,1,0,Low Value
12455.0,2466.86,2089,6,0,Low Value
12456.0,3181.04,1633,3,0,Low Value
12457.0,2363.23,843,7,0,Low Value
12458.0,947.4,506,2,0,Low Value
12461.0,826.88,287,2,0,Low Value
12462.0,1189.59,536,2,0,Low Value
12463.0,1344.78,776,4,0,Low Value
12464.0,1212.05,112,8,0,Low Value
12465.0,742.1899999999999,479,2,0,Low Value
12468.0,729.5400000000001,366,2,0,Low Value
12471.0,19824.05,8212,30,2,Medium Value
12472.0,6572.11,4148,7,0,Low Value
12473.0,3938.5499999999997,2439,5,0,Low Value
12474.0,7375.79,4847,18,2,Medium Value
12475.0,723.38,535,1,0,Low Value
12476.0,6816.42,2408,11,0,Low Value
12477.0,13219.74,3653,6,0,Low Value
12478.0,680.99,236,1,0,Low Value
12479.0,527.2,385,1,0,Low Value
12480.0,3281.63,1707,4,0,Low Value
12481.0,5596.32,3304,10,0,Low Value
12483.0,2484.98,1110,8,0,Low Value
12484.0,4541.72,2191,6,0,Low Value
12488.0,1298.66,529,3,0,Low Value
12489.0,334.93,105,1,0,Low Value
12490.0,5417.93,3064,10,0,Low Value
12491.0,460.40000000000003,260,1,0,Low Value
12492.0,263.21000000000004,192,2,0,Low Value
12493.0,433.74,207,2,0,Low Value
12494.0,1246.1000000000001,707,7,0,Low Value
12497.0,1043.1,1236,1,0,Low Value
12498.0,403.70000000000005,159,3,0,Low Value
12500.0,4257.82,2678,11,0,Low Value
12501.0,2169.39,1783,1,0,Low Value
12502.0,3723.87,820,5,0,Low Value
12504.0,482.04999999999995,90,2,0,Low Value
12506.0,73.5,23,1,0,Low Value
12507.0,1304.81,894,3,0,Low Value
12508.0,398.27,272,2,0,Low Value
12509.0,176.5,55,1,0,Low Value
12510.0,982.5699999999999,353,2,0,Low Value
12512.0,138.03,99,2,0,Low Value
12513.0,612.29,462,1,0,Low Value
12514.0,1017.68,440,1,0,Low Value
12515.0,383.7,131,1,0,Low Value
12516.0,1312.06,875,2,0,Low Value
12517.0,2502.84,1371,5,0,Low Value
12518.0,2056.89,1318,5,0,Low Value
12519.0,340.84,183,1,0,Low Value
12520.0,2634.26,1439,5,0,Low Value
12521.0,599.68,309,1,0,Low Value
12522.0,192.72,194,2,0,Low Value
12523.0,1789.77,865,11,0,Low Value
12524.0,4485.72,3699,8,0,Low Value
12526.0,1316.66,632,3,0,Low Value
12527.0,348.71000000000004,234,3,0,Low Value
12528.0,1933.48,756,6,0,Low Value
12530.0,1662.28,913,4,0,Low Value
12531.0,125.22,45,1,0,Low Value
12532.0,349.83000000000004,153,1,0,Low Value
12534.0,1089.18,651,1,0,Low Value
12535.0,716.35,219,2,0,Low Value
12536.0,12601.830000000002,2803,3,0,Low Value
12538.0,363.95,191,1,0,Low Value
12539.0,5568.35,2067,4,0,Low Value
12540.0,13400.24,6685,17,2,Medium Value
12541.0,981.18,680,3,0,Low Value
12544.0,372.7,136,1,0,Low Value
12545.0,1000.39,523,2,0,Low Value
12546.0,1161.5,633,2,0,Low Value
12547.0,207.79999999999998,134,2,0,Low Value
12548.0,95.19999999999999,49,1,0,Low Value
12550.0,964.83,569,1,0,Low Value
12551.0,168.0,100,1,0,Low Value
12552.0,437.82,88,2,0,Low Value
12553.0,3692.28,1965,10,0,Low Value
12556.0,603.71,358,2,0,Low Value
12557.0,11990.960000000001,4384,5,0,Low Value
12558.0,269.96,196,1,0,Low Value
12559.0,561.71,283,2,0,Low Value
12560.0,2134.01,1110,3,0,Low Value
12561.0,238.85,177,1,0,Low Value
12562.0,3781.7400000000002,1779,7,0,Low Value
12564.0,456.9,133,1,0,Low Value
12565.0,145.92,80,1,0,Low Value
12566.0,351.65,265,1,0,Low Value
12567.0,9401.28,4305,10,2,Medium Value
12569.0,4124.69,1801,32,2,Medium Value
12571.0,519.61,523,2,0,Low Value
12572.0,1020.42,452,2,0,Low Value
12573.0,160.54000000000002,84,1,0,Low Value
12574.0,218.45,61,1,0,Low Value
12576.0,1315.83,967,5,0,Low Value
12577.0,657.8,472,3,0,Low Value
12578.0,2794.51,1196,2,0,Low Value
12579.0,440.42,285,1,0,Low Value
12580.0,415.7,238,1,0,Low Value
12581.0,197.71,161,1,0,Low Value
12582.0,511.36,300,2,0,Low Value
12583.0,7281.38,5060,15,2,Medium Value
12584.0,2338.15,416,9,0,Low Value
12585.0,2040.1,1279,2,0,Low Value
12586.0,196.94000000000003,79,1,0,Low Value
12587.0,144.0,51,1,0,Low Value
12588.0,214.89999999999998,53,1,0,Low Value
12589.0,646.68,306,2,0,Low Value
12590.0,9864.26,4283,2,0,Low Value
12591.0,452.84999999999997,228,1,0,Low Value
12592.0,437.6,290,2,0,Low Value
12593.0,418.09999999999997,206,3,0,Low Value
12594.0,3338.2200000000003,1777,10,0,Low Value
12596.0,618.27,474,2,0,Low Value
12597.0,3811.22,2236,4,0,Low Value
12598.0,3023.08,1964,8,0,Low Value
12599.0,1032.58,956,7,0,Low Value
12600.0,2599.04,774,10,0,Low Value
12601.0,577.0600000000001,245,5,0,Low Value
12602.0,153.12,162,1,0,Low Value
12603.0,739.1999999999999,63,1,0,Low Value
12604.0,254.18,201,2,0,Low Value
12607.0,1579.51,1228,1,0,Low Value
12609.0,1126.85,648,3,0,Low Value
12610.0,2099.54,1049,5,0,Low Value
12611.0,1193.32,846,1,0,Low Value
12612.0,704.0400000000001,262,1,0,Low Value
12613.0,3344.38,1644,5,0,Low Value
12614.0,315.6,76,1,0,Low Value
12615.0,2291.19,1376,4,0,Low Value
12616.0,713.3,284,2,0,Low Value
12617.0,355.53,213,1,0,Low Value
12618.0,177.31,96,1,0,Low Value
12619.0,3641.24,3378,9,0,Low Value
12620.0,1339.41,1181,3,0,Low Value
12621.0,13689.67,7440,20,2,Medium Value
12622.0,180.1,69,1,0,Low Value
12623.0,305.1,191,1,0,Low Value
12624.0,641.13,355,2,0,Low Value
12625.0,2683.82,1612,2,0,Low Value
12626.0,6620.48,3453,9,0,Low Value
12627.0,4478.53,2752,7,0,Low Value
12628.0,786.46,448,3,0,Low Value
12630.0,1270.88,548,2,0,Low Value
12631.0,640.5,236,1,0,Low Value
12633.0,2163.98,1162,4,0,Low Value
12635.0,1689.18,1172,2,0,Low Value
12637.0,6021.9,3002,8,0,Low Value
12638.0,671.69,577,1,0,Low Value
12639.0,486.1,201,1,0,Low Value
12640.0,1174.58,311,3,0,Low Value
12641.0,185.9,72,1,0,Low Value
12642.0,1013.26,552,3,0,Low Value
12643.0,3344.64,1808,6,0,Low Value
12644.0,477.91,325,1,0,Low Value
12645.0,1775.18,1084,4,0,Low Value
12646.0,1346.97,897,2,0,Low Value
12647.0,3722.82,1431,12,0,Low Value
12648.0,318.05,160,1,0,Low Value
12649.0,623.51,586,3,0,Low Value
12650.0,314.44,254,1,0,Low Value
12651.0,114.0,78,1,0,Low Value
12652.0,919.98,505,1,0,Low Value
12653.0,2209.85,919,2,0,Low Value
12654.0,601.98,264,5,0,Low Value
12656.0,4051.17,1723,5,0,Low Value
12657.0,1643.18,1044,4,0,Low Value
12658.0,686.05,320,1,0,Low Value
12659.0,91.68,105,1,0,Low Value
12660.0,245.1,127,1,0,Low Value
12662.0,3849.78,2058,11,0,Low Value
12664.0,4881.88,1203,9,0,Low Value
12665.0,63.0,37,1,0,Low Value
12667.0,620.13,395,1,0,Low Value
12668.0,3807.15,1634,4,0,Low Value
12669.0,2744.0299999999997,1115,3,0,Low Value
12670.0,2996.05,1397,5,0,Low Value
12672.0,225.89999999999998,78,1,0,Low Value
12673.0,610.52,351,2,0,Low Value
12674.0,1970.6,1133,4,0,Low Value
12676.0,1331.39,670,6,0,Low Value
12678.0,17628.46,10923,12,2,Medium Value
12679.0,1113.02,554,4,0,Low Value
12680.0,862.81,443,4,0,Low Value
12681.0,13787.54,7536,22,2,Medium Value
12682.0,12288.22,5575,31,2,Medium Value
12683.0,8476.57,4987,15,2,Medium Value
12684.0,2283.63,1985,7,0,Low Value
12685.0,2863.08,1523,6,0,Low Value
12686.0,89.14,107,1,0,Low Value
12688.0,4873.8099999999995,3028,1,0,Low Value
12689.0,1247.61,628,2,0,Low Value
12690.0,389.01,106,1,0,Low Value
12691.0,1035.8,394,6,0,Low Value
12693.0,855.91,255,4,0,Low Value
12694.0,869.67,509,2,0,Low Value
12695.0,582.1,220,4,0,Low Value
12697.0,957.59,508,3,0,Low Value
12700.0,4939.99,2967,4,0,Low Value
12701.0,797.71,678,2,0,Low Value
12702.0,219.0,53,1,0,Low Value
12703.0,283.55,164,1,0,Low Value
12704.0,2340.84,1006,8,0,Low Value
12705.0,6868.29,3997,9,0,Low Value
12707.0,603.42,256,1,0,Low Value
12708.0,2712.91,1307,10,0,Low Value
12709.0,9736.52,3936,15,2,Medium Value
12710.0,1149.02,851,3,0,Low Value
12712.0,4396.13,1062,13,0,Low Value
12713.0,848.55,508,1,0,Low Value
12714.0,4708.86,3069,5,0,Low Value
12715.0,353.86,197,1,0,Low Value
12716.0,1053.49,708,2,0,Low Value
12717.0,1030.98,506,2,0,Low Value
12718.0,238.25,203,1,0,Low Value
12719.0,644.95,374,2,0,Low Value
12720.0,5781.73,4672,25,2,Medium Value
12721.0,2656.13,1959,6,0,Low Value
12722.0,997.63,566,4,0,Low Value
12723.0,725.07,434,5,0,Low Value
12724.0,1031.41,445,4,0,Low Value
12725.0,427.8,164,1,0,Low Value
12726.0,2609.1,3143,7,0,Low Value
12727.0,3980.7,2098,7,0,Low Value
12728.0,836.33,419,4,0,Low Value
12729.0,453.01,233,1,0,Low Value
12731.0,18895.91,8437,12,2,Medium Value
12732.0,236.26000000000002,111,1,0,Low Value
12733.0,383.95,137,1,0,Low Value
12734.0,110.39999999999999,88,1,0,Low Value
12735.0,779.5699999999999,368,2,0,Low Value
12736.0,234.0,173,1,0,Low Value
12738.0,155.35,148,1,0,Low Value
12739.0,1013.04,486,2,0,Low Value
12740.0,427.6,342,1,0,Low Value
12743.0,546.43,319,2,0,Low Value
12744.0,21279.29,5241,7,2,Medium Value
12747.0,4196.01,1275,11,0,Low Value
12748.0,33719.73,25747,209,1,High Value
12749.0,4090.88,1471,5,0,Low Value
12750.0,275.88,137,1,0,Low Value
12752.0,4366.78,2262,1,0,Low Value
12753.0,21429.39,11421,6,2,Medium Value
12754.0,3010.74,6481,3,0,Low Value
12755.0,3811.95,1491,2,0,Low Value
12756.0,112.07999999999998,144,1,0,Low Value
12757.0,7857.1,2402,13,2,Medium Value
12758.0,2791.59,2135,2,0,Low Value
12759.0,1531.44,902,3,0,Low Value
12762.0,1898.52,1227,2,0,Low Value
12763.0,494.08,316,2,0,Low Value
12764.0,1693.88,386,1,0,Low Value
12766.0,6989.63,3646,7,0,Low Value
12769.0,1143.6,356,1,0,Low Value
12770.0,1351.45,743,1,0,Low Value
12772.0,892.47,556,1,0,Low Value
12775.0,1386.04,877,5,0,Low Value
12778.0,822.23,825,6,0,Low Value
12779.0,3981.36,2024,8,0,Low Value
12781.0,826.74,671,2,0,Low Value
12782.0,2330.92,1086,5,0,Low Value
12783.0,2225.91,624,6,0,Low Value
12784.0,574.42,300,2,0,Low Value
12785.0,311.95,131,1,0,Low Value
12787.0,463.66,261,3,0,Low Value
12789.0,91.85,4,1,0,Low Value
12790.0,324.92,166,1,0,Low Value
12791.0,192.60000000000002,97,1,0,Low Value
12792.0,400.53999999999996,217,1,0,Low Value
12793.0,545.48,295,2,0,Low Value
12794.0,860.41,592,2,0,Low Value
12795.0,430.48,68,1,0,Low Value
12797.0,254.03,118,1,0,Low Value
12798.0,6977.04,5256,3,0,Low Value
12802.0,427.58,314,1,0,Low Value
12808.0,483.65000000000003,188,3,0,Low Value
12809.0,489.31,220,1,0,Low Value
12811.0,514.85,230,3,0,Low Value
12812.0,229.64000000000001,164,1,0,Low Value
12814.0,125.92,49,1,0,Low Value
12815.0,1063.46,379,2,0,Low Value
12816.0,572.2,128,2,0,Low Value
12817.0,166.04,53,1,0,Low Value
12818.0,1542.08,929,1,0,Low Value
12820.0,942.34,722,4,0,Low Value
12821.0,92.72,70,1,0,Low Value
12822.0,948.88,550,2,0,Low Value
12823.0,1759.5,230,5,0,Low Value
12824.0,397.12,232,1,0,Low Value
12826.0,1474.72,1058,7,0,Low Value
12827.0,430.15000000000003,197,3,0,Low Value
12828.0,1018.71,494,6,0,Low Value
12829.0,293.0,376,2,0,Low Value
12830.0,6814.64,9848,6,0,Low Value
12831.0,215.05,135,1,0,Low Value
12832.0,383.03,195,2,0,Low Value
12833.0,417.38,156,1,0,Low Value
12834.0,312.38,110,1,0,Low Value
12836.0,2612.86,1064,4,0,Low Value
12837.0,134.1,24,1,0,Low Value
12838.0,683.13,359,2,0,Low Value
12839.0,5591.42,3807,14,2,Medium Value
12840.0,2726.77,1511,4,0,Low Value
12841.0,4022.35,2757,25,2,Medium Value
12842.0,1118.99,547,2,0,Low Value
12843.0,1702.26,781,8,0,Low Value
12844.0,325.96000000000004,125,2,0,Low Value
12845.0,354.09,204,4,0,Low Value
12847.0,871.54,909,1,0,Low Value
12849.0,1050.8899999999999,623,2,0,Low Value
12851.0,135.18,109,1,0,Low Value
12852.0,311.55,149,1,0,Low Value
12853.0,1957.1000000000001,800,6,0,Low Value
12854.0,1324.5,627,3,0,Low Value
12855.0,38.1,30,1,0,Low Value
12856.0,2179.93,1079,6,0,Low Value
12857.0,1106.4,343,2,0,Low Value
12863.0,521.2,188,1,0,Low Value
12864.0,147.12,216,1,0,Low Value
12865.0,1568.23,925,2,0,Low Value
12866.0,559.12,171,1,0,Low Value
12867.0,4036.82,4298,7,0,Low Value
12868.0,1607.0600000000002,928,6,0,Low Value
12871.0,380.64,200,2,0,Low Value
12872.0,599.97,319,2,0,Low Value
12873.0,374.0,128,1,0,Low Value
12875.0,343.2300000000001,2019,2,0,Low Value
12876.0,2218.02,1941,2,0,Low Value
12877.0,1535.77,1178,12,0,Low Value
12878.0,854.99,547,2,0,Low Value
12879.0,573.22,370,3,0,Low Value
12881.0,298.0,21,1,0,Low Value
12882.0,1463.04,246,2,0,Low Value
12883.0,703.47,196,4,0,Low Value
12884.0,309.05,43,1,0,Low Value
12885.0,1175.22,655,3,0,Low Value
12886.0,1378.4,770,2,0,Low Value
12888.0,354.12,76,2,0,Low Value
12890.0,380.46999999999997,259,1,0,Low Value
12891.0,331.0,950,3,0,Low Value
12893.0,188.14,96,1,0,Low Value
12895.0,372.8,210,2,0,Low Value
12897.0,216.5,110,2,0,Low Value
12901.0,17654.54,23075,28,2,Medium Value
12902.0,138.68,66,1,0,Low Value
12904.0,509.58,302,2,0,Low Value
12906.0,2919.81,1749,5,0,Low Value
12908.0,750.0,1200,2,0,Low Value
12909.0,2178.67,1280,5,0,Low Value
12910.0,3075.04,1692,8,0,Low Value
12912.0,1662.3,670,5,0,Low Value
12913.0,2483.63,1419,5,0,Low Value
12915.0,363.65,93,2,0,Low Value
12916.0,3006.15,1119,4,0,Low Value
12917.0,594.0,120,1,0,Low Value
12919.0,1335.19,673,6,0,Low Value
12920.0,164.23,129,1,0,Low Value
12921.0,16587.09,9526,37,2,Medium Value
12922.0,405.38,370,1,0,Low Value
12923.0,176.97,69,1,0,Low Value
12924.0,933.7,481,4,0,Low Value
12925.0,694.05,541,2,0,Low Value
12928.0,2062.7000000000003,1472,5,0,Low Value
12929.0,117.85,37,1,0,Low Value
12930.0,415.8,252,2,0,Low Value
12931.0,42055.96,28004,15,2,Medium Value
12933.0,607.53,499,3,0,Low Value
12935.0,2160.7,1853,7,0,Low Value
12936.0,1063.9,559,4,0,Low Value
12937.0,1504.27,1007,4,0,Low Value
12938.0,114.14,140,1,0,Low Value
12939.0,11581.8,4876,8,0,Low Value
12940.0,913.54,411,2,0,Low Value
12942.0,683.9,203,3,0,Low Value
12944.0,604.51,289,2,0,Low Value
12945.0,462.95,165,1,0,Low Value
12947.0,1603.99,1165,6,0,Low Value
12948.0,2064.95,1080,7,0,Low Value
12949.0,4167.22,2381,8,0,Low Value
12950.0,1843.0,1380,3,0,Low Value
12951.0,1064.07,503,6,0,Low Value
12952.0,1387.79,653,4,0,Low Value
12953.0,329.85,84,1,0,Low Value
12955.0,4757.16,3664,11,0,Low Value
12956.0,108.07,34,1,0,Low Value
12957.0,4017.54,2549,8,0,Low Value
12962.0,266.39,129,2,0,Low Value
12963.0,1856.63,881,8,0,Low Value
12965.0,771.91,283,1,0,Low Value
12966.0,160.18,75,1,0,Low Value
12967.0,1660.9,438,2,0,Low Value
12968.0,135.95,73,1,0,Low Value
12970.0,452.24,310,4,0,Low Value
12971.0,11189.91,9289,86,2,Medium Value
12974.0,144.8,24,1,0,Low Value
12976.0,738.6,561,1,0,Low Value
12977.0,39.239999999999995,12,1,0,Low Value
12980.0,7374.900000000001,886,9,0,Low Value
12981.0,372.21999999999997,242,2,0,Low Value
12982.0,390.54,288,1,0,Low Value
12984.0,97.5,26,1,0,Low Value
12985.0,1239.38,1533,2,0,Low Value
12987.0,558.7,219,2,0,Low Value
12988.0,535.32,136,1,0,Low Value
12989.0,6924.110000000001,2943,15,2,Medium Value
12990.0,409.5,200,3,0,Low Value
12991.0,503.76,405,2,0,Low Value
12993.0,414.76,240,4,0,Low Value
12994.0,974.4200000000001,459,3,0,Low Value
12995.0,211.32,108,1,0,Low Value
12997.0,1226.89,664,4,0,Low Value
12999.0,455.88,342,3,0,Low Value
13000.0,534.85,379,3,0,Low Value
13001.0,9818.82,5505,13,2,Medium Value
13002.0,120.94999999999999,73,1,0,Low Value
13003.0,149.05,103,3,0,Low Value
13004.0,5655.91,4822,18,2,Medium Value
13005.0,513.7,172,2,0,Low Value
13006.0,81.57,55,1,0,Low Value
13008.0,229.46999999999997,175,1,0,Low Value
13011.0,50.550000000000004,13,1,0,Low Value
13012.0,1661.8400000000001,824,8,0,Low Value
13013.0,4810.9400000000005,2224,13,0,Low Value
13014.0,3466.2799999999997,905,10,0,Low Value
13015.0,3346.28,1617,5,0,Low Value
13016.0,789.89,527,3,0,Low Value
13017.0,204.0,48,1,0,Low Value
13018.0,7277.7,5435,28,2,Medium Value
13021.0,2616.38,1352,9,0,Low Value
13023.0,689.9,286,2,0,Low Value
13026.0,975.36,1620,5,0,Low Value
13027.0,6912.0,17280,6,2,Medium Value
13028.0,661.3199999999999,798,2,0,Low Value
13029.0,1247.5,134,3,0,Low Value
13030.0,799.48,394,2,0,Low Value
13032.0,1010.18,375,2,0,Low Value
13033.0,190.55,83,1,0,Low Value
13034.0,642.77,369,2,0,Low Value
13035.0,921.88,644,2,0,Low Value
13037.0,881.07,431,3,0,Low Value
13038.0,908.46,360,3,0,Low Value
13040.0,676.99,355,2,0,Low Value
13043.0,516.42,254,1,0,Low Value
13044.0,560.47,429,1,0,Low Value
13045.0,305.28000000000003,221,1,0,Low Value
13046.0,629.31,264,2,0,Low Value
13047.0,3237.54,1391,10,0,Low Value
13048.0,1835.91,1238,4,0,Low Value
13049.0,656.6800000000001,268,2,0,Low Value
13050.0,5836.86,3748,17,2,Medium Value
13052.0,348.15000000000003,222,1,0,Low Value
13055.0,1214.41,894,3,0,Low Value
13058.0,271.40000000000003,52,3,0,Low Value
13059.0,183.4,35,1,0,Low Value
13060.0,307.53,123,1,0,Low Value
13061.0,248.61,107,1,0,Low Value
13062.0,346.98,343,1,0,Low Value
13064.0,1119.49,516,4,0,Low Value
13065.0,205.86,74,1,0,Low Value
13066.0,470.8,322,2,0,Low Value
13067.0,115.46000000000001,32,1,0,Low Value
13068.0,344.0,200,2,0,Low Value
13069.0,4436.12,5885,24,2,Medium Value
13070.0,228.8,110,1,0,Low Value
13072.0,177.15,69,1,0,Low Value
13075.0,919.61,485,1,0,Low Value
13077.0,729.27,863,4,0,Low Value
13078.0,12627.94,5630,26,2,Medium Value
13079.0,220.10000000000002,62,5,0,Low Value
13080.0,58.08,120,1,0,Low Value
13081.0,28337.38,19068,11,2,Medium Value
13082.0,3613.63,4324,9,0,Low Value
13083.0,303.75,187,2,0,Low Value
13085.0,416.08000000000004,216,2,0,Low Value
13089.0,58825.83,31070,97,1,High Value
13090.0,8910.82,2263,14,2,Medium Value
13091.0,345.82,466,1,0,Low Value
13092.0,477.83,279,5,0,Low Value
13093.0,7832.47,3961,8,0,Low Value
13094.0,1927.3200000000002,1716,12,0,Low Value
13095.0,74.39999999999999,144,1,0,Low Value
13097.0,6010.42,2363,10,0,Low Value
13098.0,28882.44,15968,28,2,Medium Value
13099.0,207.35999999999999,288,1,0,Low Value
13101.0,101.19,113,1,0,Low Value
13102.0,6424.09,4204,24,2,Medium Value
13103.0,243.94,82,1,0,Low Value
13104.0,1098.48,504,6,0,Low Value
13106.0,76.5,18,1,0,Low Value
13107.0,1531.6200000000001,1293,4,0,Low Value
13108.0,350.06,298,1,0,Low Value
13109.0,786.54,520,2,0,Low Value
13110.0,1488.67,388,7,0,Low Value
13113.0,12245.960000000001,3045,24,2,Medium Value
13115.0,2294.78,1567,4,0,Low Value
13116.0,501.14,291,1,0,Low Value
13117.0,984.91,945,8,0,Low Value
13118.0,1197.81,410,5,0,Low Value
13120.0,30.599999999999998,12,1,0,Low Value
13121.0,283.73,252,1,0,Low Value
13122.0,922.39,585,2,0,Low Value
13124.0,3866.33,2147,3,0,Low Value
13126.0,2099.64,2143,8,0,Low Value
13127.0,259.17,127,1,0,Low Value
13130.0,64.0,32,1,0,Low Value
13131.0,1073.3,447,3,0,Low Value
13132.0,77.3,20,1,0,Low Value
13133.0,109.8,32,2,0,Low Value
13134.0,1793.58,1059,4,0,Low Value
13135.0,3096.0,4300,1,0,Low Value
13136.0,2607.61,1328,5,0,Low Value
13137.0,3650.41,2226,8,0,Low Value
13138.0,962.39,473,6,0,Low Value
13139.0,5064.94,2425,7,0,Low Value
13140.0,423.72,186,3,0,Low Value
13141.0,2388.75,1548,5,0,Low Value
13142.0,307.09,258,1,0,Low Value
13144.0,110.95,21,1,0,Low Value
13145.0,618.52,145,4,0,Low Value
13146.0,228.91,154,1,0,Low Value
13147.0,712.8000000000001,144,4,0,Low Value
13148.0,3707.12,1975,12,0,Low Value
13149.0,1676.06,1280,4,0,Low Value
13151.0,1257.8700000000001,363,1,0,Low Value
13153.0,486.22,418,1,0,Low Value
13155.0,971.76,497,4,0,Low Value
13157.0,1741.22,1439,4,0,Low Value
13158.0,1201.06,784,4,0,Low Value
13159.0,1437.85,1059,4,0,Low Value
13160.0,91.8,56,1,0,Low Value
13161.0,112.75,29,1,0,Low Value
13162.0,1688.29,1713,4,0,Low Value
13165.0,1021.48,1376,2,0,Low Value
13166.0,417.2,216,1,0,Low Value
13167.0,791.33,785,4,0,Low Value
13168.0,1319.19,682,4,0,Low Value
13169.0,712.88,272,2,0,Low Value
13170.0,116.00999999999999,147,1,0,Low Value
13171.0,468.41,229,3,0,Low Value
13173.0,353.65,277,2,0,Low Value
13174.0,2817.03,1395,3,0,Low Value
13176.0,492.84,453,1,0,Low Value
13177.0,282.45,91,1,0,Low Value
13178.0,5725.47,3570,11,0,Low Value
13182.0,121.18,201,1,0,Low Value
13183.0,3957.78,2208,9,0,Low Value
13184.0,1701.29,1692,10,0,Low Value
13185.0,71.4,12,1,0,Low Value
13186.0,1575.89,820,3,0,Low Value
13187.0,236.02,95,1,0,Low Value
13188.0,114.60000000000001,25,1,0,Low Value
13189.0,260.68,842,2,0,Low Value
13192.0,911.94,595,2,0,Low Value
13193.0,117.88,50,1,0,Low Value
13194.0,60.7,26,1,0,Low Value
13196.0,1797.78,1224,4,0,Low Value
13198.0,3401.2400000000002,2648,6,0,Low Value
13199.0,9817.12,6176,38,2,Medium Value
13200.0,870.09,516,4,0,Low Value
13203.0,869.46,800,4,0,Low Value
13207.0,250.26000000000002,130,2,0,Low Value
13208.0,1223.9,804,6,0,Low Value
13209.0,5891.61,4253,8,0,Low Value
13210.0,353.48,316,1,0,Low Value
